
 Cta.mayor               4000850000  EMRF CAPEX
 Sociedad                1167

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Ejerc./mes|Lib.mayor |Material          |Cta.CP    |Texto cab.documento      |Referencia      |Doc.comp. |Nº doc.   |Pos|Asignación        |Texto                              |Div.|Fecha doc.|Fe.contab.|CT|       Importe en ML|       Importe en MD|ML   |Mon. |II|Usuario     |Elemento PEP            |Nombre de la cuenta                |Clave de referencia |         Cantidad| Año|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569|  6|940204106100003   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|          3.899.624-|          3.899.624-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569|  8|940204106100004   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|          1.581.966-|          1.581.966-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569| 10|940204106100005   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|          1.874.443-|          1.874.443-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569| 12|940204106100006   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|          1.436.056-|          1.436.056-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569| 14|940204106100007   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|          1.103.920-|          1.103.920-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569| 16|940204106100008   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|          1.133.556-|          1.133.556-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057629|  2|940204106100009   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|          1.370.986-|          1.370.986-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225761352018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2303000000|                         |                |          |5000057631|  2|940179336900002   |Servicios desarrollo de aplicacion |    |19.09.2018|19.09.2018|96|         84.807.267-|          28.203,00-|COP  |USD  |  |NH007264    |                        |HEWLETT PACKARD COLOMBIA LTDA      |50225761982018      |           0,200-|2018|
|   2018/09   |4000850000|10102520898       |2310000000|                         |0180323798      |          |5000057902|  2|940198192800005   |SUBRACK DISTR GERAL ÓPT DGO MOD DG |    |20.09.2018|20.09.2018|96|          3.457.690-|           1.145,45-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50225820732018      |           2,000-|2018|
|   2018/09   |4000850000|10102520896       |2310000000|                         |0180323798      |          |5000057903|  2|940198192800006   |SUBRACK DISTR GERAL ÓPT DGO MOD DG |    |20.09.2018|20.09.2018|96|          6.915.349-|           2.290,89-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50225820742018      |           4,000-|2018|
|   2018/09   |4000850000|10102520895       |2310000000|                         |0180323798      |          |5000057904|  2|940198192800007   |BASTIDOR DISTR. GERAL ÓPT DGO MOD. |    |20.09.2018|20.09.2018|96|          6.325.298-|           2.095,42-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50225820752018      |           2,000-|2018|
|   2018/09   |4000850000|10102520897       |2310000000|                         |0180323798      |          |5000057905|  2|940198192800008   |BASTIDOR DISTR GERAL ÓPT DGO MOD D |    |20.09.2018|20.09.2018|96|          6.317.479-|           2.092,83-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50225820762018      |           2,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000058711|  2|940204640700001   |Pago Aseguramiento                 |    |21.09.2018|21.09.2018|96|            228.498-|            228.498-|COP  |COP  |  |NH009610    |                        |LITEYCA DE COLOMBIA SAS            |50225997342018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000058719|  2|940204642400001   |Aseguramiento                      |    |21.09.2018|21.09.2018|96|            252.040-|            252.040-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225998432018      |           1,000-|2018|
|   2017/08   |4000850000|10106181418       |2310100000|                         |0180278303      |          |5000058730|  2|940122373000005   |CBL-DX-CAB*DVI-VGA*8M************- |    |03.08.2017|03.08.2017|96|            161.722-|              54,55-|COP  |USD  |  |NHX105574   |P-1167-17-4002-02375-201|CISCO SYSTEMS INC                  |50181743152017      |           1,000-|2017|
|   2017/08   |4000850000|10106181029       |2310100000|                         |0180278485      |          |5000058987|  2|940124370500006   |TEL-DX-CP*3905-******************- |    |05.08.2017|05.08.2017|96|          1.280.118-|             430,38-|COP  |USD  |  |NHX105574   |P-1167-17-4002-02511-201|CISCO SYSTEMS INC                  |50181930322017      |           9,000-|2017|
|   2017/08   |4000850000|10106181029       |2310100000|                         |0180278485      |          |5000058987|  6|940124370500007   |TEL-DX-CP*3905-******************- |    |05.08.2017|05.08.2017|96|            142.206-|              47,81-|COP  |USD  |  |NHX105574   |P-1167-17-4002-02511-201|CISCO SYSTEMS INC                  |50181930322017      |           1,000-|2017|
|   2018/09   |4000850000|4000094154        |2310100000|                         |                |          |5000059142|  2|940193174000001   |RH2288 V3 - Origin Server VoD opti |    |21.09.2018|21.09.2018|96|        139.888.094-|          46.410,00-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           2,000-|2018|
|   2018/09   |4000850000|4000094160        |2310100000|                         |                |          |5000059142|  6|940193174000002   |RH2288 V3 Entry Point HLS con Linux|    |21.09.2018|21.09.2018|96|         62.849.210-|          20.851,18-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           2,000-|2018|
|   2018/09   |4000850000|4000094156        |2310100000|                         |                |          |5000059142| 10|940193174000003   |RH2288 V3 - Proxy Node Life (PNL)  |    |21.09.2018|21.09.2018|96|         31.923.180-|          10.591,00-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           1,000-|2018|
|   2018/09   |4000850000|4000094152        |2310100000|                         |                |          |5000059142| 14|940193174000004   |Switch S6300                       |    |21.09.2018|21.09.2018|96|         17.941.726-|           5.952,44-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           1,000-|2018|
|   2018/09   |4000850000|4000094161        |2310100000|                         |                |          |5000059142| 18|940193174000005   |RACK                               |    |21.09.2018|21.09.2018|96|         14.570.395-|           4.833,95-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           2,000-|2018|
|   2018/09   |4000850000|4000094155        |2310100000|                         |                |          |5000059142| 22|940193174000006   |RH2288 V3 -  Endpoint optimizados  |    |21.09.2018|21.09.2018|96|        132.714.345-|          44.030,00-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           2,000-|2018|
|   2018/09   |4000850000|4000094157        |2310100000|                         |                |          |5000059142| 26|940193174000007   |RH2288 V3 - Entry Live SS (opción  |    |21.09.2018|21.09.2018|96|         88.387.754-|          29.323,98-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           3,000-|2018|
|   2018/09   |4000850000|4000094153        |2310100000|                         |                |          |5000059142| 30|940193174000008   |RH2288 V3 - Tracker                |    |21.09.2018|21.09.2018|96|         58.955.884-|          19.559,51-|COP  |USD  |  |NHX128444   |P-1167-18-0121-99100-078|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50226071812018      |           2,000-|2018|
|   2017/08   |4000850000|10102530659       |2310000000|                         |0180278695      |          |5000059304|  2|940107805900001   |Cable Coaxial RG Blanco            |    |08.08.2017|08.08.2017|96|        157.514.284-|          52.845,52-|COP  |USD  |  |NHX93146    |                        |AMPER SISTEMAS SA                  |50182241242017      |         580.720-|2017|
|   2017/08   |4000850000|                  |2302000000|                         |                |          |5000059691| 12|940131409100007   |Implementacion Conversation Manage |    |11.08.2017|11.08.2017|96|         29.309.189-|           9.786,53-|COP  |USD  |  |NH008337    |                        |GENESYS TELECOMMUNICATIONS         |50182636982017      |          13,000-|2017|
|   2017/08   |4000850000|10106110893       |2310100000|                         |0180280680      |          |5000062104|  2|940119658700004   |ROU-DX-ISR****-4321*AX*K9********- |    |24.08.2017|24.08.2017|96|          8.342.386-|           2.793,01-|COP  |USD  |  |NHX105574   |P-1167-17-4002-02508-201|CISCO SYSTEMS INC                  |50183846202017      |           1,000-|2017|
|   2017/08   |4000850000|10106110893       |2310100000|                         |0180280680      |          |5000062104|  6|940119658700005   |ROU-DX-ISR****-4321*AX*K9********- |    |24.08.2017|24.08.2017|96|          8.342.416-|           2.793,02-|COP  |USD  |  |NHX105574   |P-1167-17-4002-02508-201|CISCO SYSTEMS INC                  |50183846202017      |           1,000-|2017|
